Title,Industry,Converted,Business Type,Lead Type,Product.,Lead Status,Lead Source,Secondary Lead Source
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
General Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
District Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Certified Financial Planner (CFP) at Brothers & Company Financial,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Site Quality Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
President at DZD Hardwood Export,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Vp at Ckd kilns,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Conseiller en développement coopératif chez Coopérative de développement régional (CDR) Québec-Appalaches,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"associé chez Crochetière,Pétrin avocats sencrl",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Manager Talent Acquisition Klöckner Pentaplast,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Signal Receiving Centre Manager at Security Response Center,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Dead,India - NGRAM,India Lead - Research
Managing Board member,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Marketing Manager - Shrink Films,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
General Manager,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Conseil Economique de Beauce,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Project Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Compliance Officer | Sales Administrator | Communications,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Business Mgr. - Thermoforming,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Administrative Coordinator - Health System Information Management and Investment Division,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
"Partner, Tudor Ventures G...?",Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Investment Director,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
COO at Conquer Mobile,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Research Analyst,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Partner (Tax, Private Clients, Wealth and Family Law)",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Financial Advisor,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Senior Associate,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Executive Assistant & Marketing Coordinator,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Team Lead, Application Management-Financial Systems Information Technology Management, Government and Consumer Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"System Administrator Analyst-Operating Systems Support, Government and Consumer Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founding Partner?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Partner, Mattos Filho Advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Surface Water Specialist, Nutrient Management-Technical Support Section, Environment",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
General Partner?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Talent Acquisition Manager EMEA chez Kyriba France,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Manager, Enterprise-Wide Information Technology Audit and Quality Assurance Acting-Enterprise-Wide Information Technology",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Level 2 Support Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Data Dictionary Analyst-I and Information Technology Services Management Common Systems, Municipal Affairs and Housing",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Legal Counsel at Copyright Board of Canada,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Head of IT,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Nurture,India - NGRAM,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Vice President at Damar Security Systems,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Flight Test Range Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Director of Leisure & Community Services at County of Wetaskiwin,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Directeur d'usine,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Senior Global Public Relations Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Insurance Investment Advisor at Cornerstone Wealth Planning,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Dead,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Dead,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner at Culinary Equipment Group,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Senior Partner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Dead,India - NGRAM,India Lead - Research
Manager,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Web Application Support Analyst-I and Information Technology Services Management Common Systems, Municipal Affairs and Housing",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Senior Partner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Director of Operations at Canadian Screenwriters Collection Society,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
IT Consultant,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Security Systems Administrator-Technical Expert CENTERS-North BAY, Community Safety and Correctional Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Global business strategist with hands on profit and loss,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Accountant at Craig Keen Despatie Markell LLP,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Independent Management Consulting Professional,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Communications Analyst Acting-Information Technology Service Management, Community and Social Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
"Partner, Mattos Filho, Veiga Filho, Marrey Jr e Quiroga Advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Financial Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Certified Financial Planner at Gilbert Wealth Management and Investment Advisor with Manulife Securities Inc,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President & Principal Consultant,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
"Partner - Environmental Practice - Mattos Filho, Veiga Filho, Marrey Jr. e Quiroga Advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Administrative Assistant-Health System Information Management and Investment Division, Health and LONG-TERM Care",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder & CEO,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Client Service Manager at Consumer Vision,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Dead,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Information Technology Service Management Lead-PANORAMA Public Health Surveillance Management Solution, Health and LONG-TERM CAR",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Trade Compliance Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Business Manager and Comptroller Acting-business Services-financial and Information Technology Services, Community and Socia",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
CEO at i-Sight by Customer Expressions,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Sócia / Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"VP, Special Projects at Content Interface Corporation",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Post Production Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Database Administrator-Information Systems Development-MISA,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
"Partner / Sócio no Mattos Filho, Veiga Filho, Marrey Jr. e Quiroga Advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Project Manager at Con-Tech Restorations,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chairman,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Program Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Systems Officer-Regional Administration, Labour",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Office Administrative Assistant-Systems Analysis and Forecasting Office, Transportation",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
General Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
General Manager at Jaguar Land Rover Richmond,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
SEO Consultant,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Network Access Services Administrator-Network Service Order Management, Government and Consumer Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Proprietor,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
FAA ODA Administrator,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Coordonnateur Ressources Humaines,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
SEO Specialist,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Executive Assistant,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Administration Assistant-System Testing Services, Health and LONG-TERM Care",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Technical Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
"Partner na Mattos Filho, Veiga Filho, Marrey Jr. e Quiroga Advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Sun Life Advisor at Dreis Insurance and Investment Solutions Ltd.,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Online Multichannel Consultant,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Sócio / Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Certified Cash Flow Specialist,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Senior Commercial Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Information Technology Manager,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
president of DW Builders,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Commercial Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"ITSM Change Manager-Operations Information Technology Service Desk North Bay SITE, Government and Consumer Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Dead,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Educator and Consultant at Sustaining Communities Consulting,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Information Technology Manager - Provincial Schools,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Sócio / Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Senior Procurement Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Client Service Associate at Navigant,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Web SEO,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Best Practice Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Client Relations Manager at The Redstone Group,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Manager,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Systems Administration Adviser-Operating Systems Support, Government and Consumer Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Distributeur,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
General Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Technical Manager-SAULT STE Marie Public Health Laboratory,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
HR Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
General Manager at Cornell Welding & Fabricating Ltd.,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Dead,India - NGRAM,India Lead - Research
Director,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
General Manager,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Dead,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Programmer Analyst-I and Information Technology Services Management MIA/MMAH Systems, Municipal Affairs and Housing",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director / Owner,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Dead,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer IT Services,0,Solutions,Partner,Infrascale Cloud,Suspect,India,India Lead - Research
